,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,03,2,9,2,5,03,0,3,0,4,2,1,5,1,1,3,12,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,05,363530,024549434,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,08,1,02,04,2,9,2,1,01,0,3,0,4,2,1,3,2,1,1,99,00800,2,99,  ,80,03,07, ,04,1,1,0800, ,1,05,367195,020821193,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,4,2,03,1,01,03,2,9,2,5,03,0,3,0,4,2,1,4,2,1,1,99,00800,2,99,  ,80,13,07, ,08,1,1,0160, ,1,05,336078,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,4,2,07,2,02,04,2,9,2,3,02,0,3,0,4,2,1,3,2,1,1,99,01100,2,99,  ,80,03,07, ,02,1,1,0366, ,1,05,406256,018656717,0,0,0,0,0,0
,3,4,999919,99919,999991,999991,2,2,1,4,3,4,2,06,2,02,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,09,99999,2,99,  ,04,12,11, ,07,1,1,9999, ,1,05,941648,020257882,0,0,0,1,0,0
,3,4,999919,99919,999991,999991,2,2,1,4,3,4,2,06,2,02,03,2,9,2,4,03,0,3,0,4,2,1,6,2,1,3,09,99999,2,99,  ,04,12,11, ,07,1,1,9999, ,1,05,768305,020257882,0,0,0,0,0,0
,3,4,999919,99919,999991,999991,2,2,2,4,1,8,1,05,2,02,02,2,9,2,6,04,0,3,0,4,2,1,6,3,1,3,09,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,05,758499,020257882,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,2,4,3,4,2,05,2,02,02,2,9,2,6,04,0,3,0,4,2,1,5,4,1,3,09,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,05,127777,020257882,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,2,4,3,8,2,05,3,02,03,2,9,2,6,04,0,3,0,4,2,1,6,2,1,3,03,99999,2,99,  ,04,12,11, ,09,1,1,9999, ,1,05,446429,016540554,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,1,4,2,5,2,05,2,02,02,2,9,2,3,02,0,3,0,4,2,1,5,2,1,1,99,01200,2,14,  ,31,12,07, ,01,1,1,0400, ,1,05,361006,020230826,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,1,2,4,3,4,2,02,2,01,03,2,9,2,2,02,0,3,0,4,2,1,6,1,1,1,99,01200,2,99,  ,80,13,07, ,08,1,1,0600, ,1,05,971112,021098442,0,0,0,0,1,0
,3,4,199999,99919,991999,999919,2,2,2,4,2,8,2,03,2,01,02,2,9,2,5,03,0,3,0,4,2,1,3,2,1,3,08,99999,2,99,  ,04,13,11, ,09,1,1,9999, ,1,05,401756,018992181,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,8,2,01,2,02,02,2,9,2,6,04,0,3,0,4,2,1,5,1,1,3,08,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,06,957603,019941745,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,05,04,1,1,1,5,03,0,3,0,4,1,3,4,1,3,3,02,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,06,668875,019698055,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,8,2,1,1,1,5,2,13,2,05,02,1,1,1,4,03,0,3,0,4,1,2,3,1,2,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,8,06,371635,019698055,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,3,5,2,13,2,05,07,1,1,1,3,02,0,3,0,4,1,3,5,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,06,896340,017891769,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,05,06,1,1,1,5,03,0,3,0,4,1,3,3,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,06,508645,019698055,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,05,06,1,1,1,4,02,0,3,0,4,1,3,1,1,3,2,99,99999,2,15,  ,07,03,05, ,06,1,1,9999, ,1,06,166748,019698055,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,1,1,2,01,2,05,03,1,1,1,3,02,0,3,0,4,1,3,2,4,4,3,06,99999,2,15,  ,04,13,11, ,07,1,1,9999, ,1,06,350197,020242414,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,2,1,1,2,13,2,05,05,1,2,2,4,03,0,3,0,4,1,3,6,1,3,3,06,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,06,219902,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,1,1,2,12,3,05,04,1,1,1,2,02,0,3,0,4,2,3,3,4,3,1,99,01200,2,15,  ,80,12,07, ,06,1,1,0600, ,1,06,392413,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,1,2,2,12,2,05,04,1,1,2,5,04,0,3,0,4,1,3,2,1,3,3,02,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,06,737116,019941745,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,2,2,1,2,11,2,05,02,1,1,2,3,02,0,3,0,4,1,3,5,1,3,2,99,99999,2,15,  ,07,02,05, ,08,1,1,9999, ,1,06,168669,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,2,2,11,2,05,98,1,8,2,4,03,0,3,0,4,2,3,2,1,3,3,02,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,06,414306,019698055,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,2,2,11,2,05,06,1,2,2,4,03,0,3,0,4,2,3,1,2,3,1,99,01325,2,15,  ,80,03,07, ,06,1,1,0331, ,1,06,721819,021095751,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,1,2,12,2,05,07,1,2,2,4,03,0,3,0,4,4,3,1,2,3,1,99,01800,2,15,  ,80,03,07, ,06,1,1,0450, ,1,06,185055,019505375,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,05,02,1,1,1,4,03,0,3,0,4,1,3,1,4,3,3,04,99999,1,99,  ,04,03,11, ,06,1,1,9999, ,1,06,018724,017891769,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,05,02,1,1,1,4,03,0,3,0,4,2,3,1,2,3,1,99,01900,2,15,  ,80,03,07, ,06,1,1,0475, ,1,06,019845,019139287,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,8,1,1,1,1,2,13,2,05,03,1,1,1,3,02,0,3,0,4,4,1,4,2,1,1,99,01400,1,99,  ,31,03,07, ,05,1,1,0466, ,1,06,111816,017891769,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,1,2,11,1,03,05,2,9,2,4,03,0,3,0,4,1,1,3,1,1,3,08,99999,2,99,  ,04,12,11, ,07,1,1,9999, ,1,06,155264,017891769,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,1,2,12,2,05,05,1,2,2,2,01,0,3,0,4,1,1,1,2,1,3,01,99999,1,99,  ,04,03,11, ,07,1,1,9999, ,1,06,125524,017891769,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,1,1,5,2,13,2,05,04,1,1,2,3,02,0,3,0,4,1,3,6,1,3,3,12,99999,2,15,  ,04,12,11, ,06,1,1,9999, ,1,06,992373,021095751,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,2,2,12,2,06,07,1,1,2,3,02,0,3,0,4,4,2,3,1,2,2,99,99999,2,15,  ,17,03,05, ,05,1,1,9999, ,1,06,096537,015828890,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,2,2,13,2,06,07,1,1,1,2,02,0,3,0,4,1,1,2,2,1,1,99,01750,1,99,  ,31,03,07, ,05,1,1,0875, ,1,06,300883,017891769,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,3,2,01,2,01,02,2,9,2,7,05,0,3,0,4,1,1,2,1,1,2,99,99999,2,99,  ,03,13,05, ,07,1,1,9999, ,1,07,357418,023293608,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,1,2,03,2,01,02,2,9,1,5,04,0,3,0,4,1,3,6,1,3,2,99,99999,2,15,  ,07,13,05, ,06,1,1,9999, ,1,07,950885,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,1,1,8,2,12,2,05,02,1,2,2,4,03,0,3,0,4,1,3,8,8,8,3,08,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,07,957200,020900568,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,11,2,05,05,1,1,2,3,02,0,3,0,4,2,3,6,1,3,3,09,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,07,600857,023293608,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,3,5,2,11,2,05,05,1,1,2,3,02,0,3,0,4,2,3,4,1,3,3,09,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,07,424214,018011671,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,1,1,1,1,2,11,2,05,05,1,2,2,5,03,0,3,0,4,1,3,4,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,07,490844,020900568,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,1,1,1,1,2,11,2,05,06,1,2,2,3,02,0,3,0,4,1,3,4,1,3,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,07,349927,019941745,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,07,1,1,1,4,03,0,3,0,4,1,3,4,1,3,3,08,99999,2,15,  ,04,03,11, ,05,1,1,9999, ,1,07,400899,023293608,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,2,5,2,06,2,01,02,2,9,2,4,03,0,3,0,4,1,3,4,1,3,2,99,99999,2,99,  ,07,03,05, ,06,1,1,9999, ,1,07,418001,018992181,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,01,2,01,02,2,9,2,5,03,0,3,0,4,2,1,4,2,1,1,99,01850,2,99,  ,80,13,07, ,05,1,1,0370, ,1,07,548022,018011671,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,1,4,2,03,1,01,03,2,9,2,5,04,0,3,0,4,2,1,2,2,1,3,03,99999,2,99,  ,04,13,11, ,05,1,1,9999, ,1,07,469951,019941745,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,01,2,01,02,2,9,2,8,04,0,3,0,4,1,1,2,1,1,3,04,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,07,760302,018011671,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,2,4,2,03,1,01,03,2,9,2,4,03,0,3,0,4,1,1,6,2,1,3,09,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,07,260085,023293608,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,4,2,03,1,01,03,2,9,2,5,04,0,3,0,4,2,1,4,2,1,3,08,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,07,596018,023498586,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,8,2,03,2,01,02,2,9,2,4,02,0,3,1,9,2,1,2,2,1,1,99,01200,2,99,  ,80,13,07, ,08,1,4,0300, ,1,07,255224,016455762,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,3,1,12,2,05,03,1,8,1,3,03,0,3,0,4,2,2,6,3,2,2,99,99999,2,14,  ,17,03,05, ,01,1,1,9999, ,1,07,745359,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,4,2,11,2,03,05,2,9,2,3,02,0,3,0,4,2,1,2,2,1,1,99,01300,1,99,  ,30,02,07, ,08,1,1,0433, ,1,07,660325,021586350,0,0,0,0,0,0
,3,4,999919,99919,999991,999991,2,2,3,4,1,4,2,05,2,01,02,2,9,3,3,02,0,3,0,4,2,1,6,2,1,3,08,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,1,07,026206,018478776,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,3,2,2,1,2,1,2,12,3,05,04,1,2,2,2,02,0,3,0,4,2,3,3,4,3,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,07,675329,023293608,0,0,0,0,0,0
,3,4,999919,99919,999991,999991,2,2,3,4,1,4,2,03,1,01,03,2,9,2,5,04,0,3,0,4,1,1,6,2,1,3,09,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,07,870611,018992181,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,3,5,2,03,2,01,03,2,9,2,4,03,0,3,0,4,1,1,2,2,1,1,99,01500,2,99,  ,80,13,07, ,07,1,1,0375, ,1,07,412856,016133100,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,2,01,02,2,9,2,4,03,0,3,0,4,1,1,6,2,1,1,99,01500,2,99,  ,80,13,07, ,07,1,1,0375, ,1,07,655874,018745991,0,0,0,0,0,1
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,2,01,03,2,9,2,4,03,0,3,0,4,1,1,6,2,1,1,99,01500,2,99,  ,80,13,07, ,07,1,1,0375, ,1,07,694997,018745991,0,0,0,0,0,1
,3,4,999919,99919,991999,999919,2,2,2,4,2,3,2,03,8,01,03,2,9,2,6,04,0,3,0,4,1,1,8,2,1,1,99,01750,2,99,  ,80,13,07, ,05,1,1,0291, ,1,07,846640,018745991,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,1,2,1,5,2,13,1,05,05,1,1,1,4,03,0,3,0,4,2,3,2,2,3,2,99,99999,2,15,  ,07,03,05, ,07,1,1,9999, ,1,07,143253,016133100,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,4,2,05,1,01,01,2,9,1,3,02,0,3,0,4,2,1,2,2,1,3,04,99999,2,99,  ,04,12,11, ,02,1,1,9999, ,1,07,220369,018011671,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,3,4,2,03,1,01,02,2,9,2,4,03,0,3,0,4,2,1,2,2,1,3,03,99999,2,99,  ,04,13,11, ,05,1,1,9999, ,1,07,783131,018478776,0,0,0,0,1,0
,3,4,999919,99919,888888,999919,3,2,1,4,1,4,2,03,1,01,03,2,9,2,6,04,0,3,0,4,2,1,6,2,1,3,12,99999,2,99,  ,04,13,11, ,04,1,1,9999, ,1,07,298159,023293608,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,1,12,2,06,08,1,1,1,3,02,0,3,0,4,2,2,6,3,2,3,03,99999,2,14,  ,04,12,11, ,01,1,1,9999, ,1,07,784781,013926054,0,0,0,0,0,0
,3,4,999919,99919,999991,999919,2,2,1,1,1,5,1,12,2,06,08,1,1,1,4,03,0,3,0,4,2,2,6,3,2,3,03,99999,2,14,  ,04,12,11, ,01,1,1,9999, ,1,07,367016,013926054,0,0,0,0,0,0
,3,4,999919,99919,999991,999919,2,2,1,1,1,5,1,12,2,06,08,1,1,1,4,03,0,3,0,4,2,2,6,3,2,3,03,99999,2,14,  ,04,12,11, ,01,1,1,9999, ,1,07,339527,013926054,0,0,0,0,0,0
,3,4,999919,99919,999991,999919,2,2,1,1,1,5,1,12,2,06,08,1,1,1,4,03,0,3,0,4,2,2,6,3,2,3,03,99999,2,14,  ,04,12,11, ,01,1,1,9999, ,1,07,035052,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,1,2,13,2,05,06,1,2,2,3,02,0,3,0,4,1,1,2,2,1,1,99,01500,1,99,  ,30,02,07, ,08,1,1,0500, ,1,07,877340,018478776,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,5,2,06,3,01,03,2,9,2,3,03,0,3,0,4,2,1,1,2,1,3,08,99999,2,99,  ,04,03,11, ,05,1,1,9999, ,1,07,896714,018322234,0,0,2,0,1,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,1,2,09,2,03,05,2,9,2,3,02,0,3,0,4,2,1,4,2,1,1,99,01195,1,99,  ,30,02,07, ,07,1,1,0398, ,1,07,621821,016133100,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,4,2,06,1,01,03,2,9,2,3,03,0,3,0,4,1,1,6,1,1,3,08,99999,2,99,  ,04,12,11, ,03,1,1,9999, ,1,07,569742,021098442,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,05,04,1,1,1,3,02,0,3,0,4,1,3,5,2,3,2,99,99999,1,99,  ,07,03,05, ,05,1,1,9999, ,1,07,327841,018322234,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,05,1,02,02,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,12,11, ,07,1,1,9999, ,1,07,875336,018745991,0,0,0,0,0,0
,3,4,999919,99919,888888,999919,2,2,2,4,2,4,2,05,1,02,04,2,9,2,5,04,0,3,0,4,2,1,6,2,1,3,04,99999,2,99,  ,04,12,11, ,07,1,1,9999, ,1,07,398451,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,1,2,12,2,05,05,1,1,1,3,02,0,3,0,4,1,1,3,2,1,1,99,01250,1,99,  ,30,02,07, ,07,1,1,0416, ,1,07,358270,019139287,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,1,2,1,1,1,2,13,2,05,05,1,1,2,3,02,0,3,0,4,2,1,4,2,1,3,08,99999,1,99,  ,04,12,11, ,05,1,1,9999, ,1,07,256475,016133100,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,5,2,12,2,05,04,1,2,2,3,02,0,3,0,4,2,1,4,2,1,3,09,99999,1,99,  ,04,02,11, ,07,1,1,9999, ,1,07,198854,021098442,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,2,2,01,2,01,02,2,9,2,8,05,0,3,0,4,2,1,4,2,1,1,99,02300,2,99,  ,80,13,07, ,07,1,1,0255, ,1,08,271320,021632418,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,4,2,05,2,02,02,2,9,1,4,03,0,3,0,4,3,2,2,2,2,1,99,01400,2,99,  ,80,03,07, ,06,1,1,0350, ,1,08,184326,016112508,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,2,4,2,04,2,01,02,2,9,2,5,03,0,3,0,4,2,1,1,2,1,1,99,01300,2,99,  ,80,13,07, ,07,1,1,0260, ,1,08,834248,022389844,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,4,1,5,2,03,2,01,02,2,9,2,3,02,0,3,0,4,1,3,8,1,3,3,12,99999,2,15,  ,04,13,11, ,06,1,1,9999, ,1,08,040734,013372906,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,3,4,2,05,1,02,04,2,9,2,6,04,0,3,0,4,2,1,2,2,1,1,99,02000,2,99,  ,80,12,07, ,04,1,1,0333, ,1,08,201893,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,02,2,9,2,4,03,0,3,0,4,1,1,3,1,1,3,09,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,08,791447,021632418,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,2,01,03,2,9,2,8,04,0,3,0,4,2,1,5,1,1,3,03,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,08,706106,023148619,0,0,1,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,1,2,11,2,04,03,1,1,2,3,03,0,3,0,4,2,2,4,1,2,3,12,99999,2,99,  ,04,03,11, ,03,1,1,9999, ,1,08,524934,019338059,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,2,2,12,2,05,03,1,1,1,3,02,0,3,0,4,1,3,4,4,3,3,08,99999,2,19,  ,04,03,11, ,06,1,1,9999, ,1,08,793346,013372906,0,0,0,0,0,0
,3,4,999919,99919,888888,999919,2,2,2,8,1,5,2,11,2,05,04,1,2,3,3,02,0,3,0,4,1,3,6,1,3,3,08,99999,2,99,  ,04,03,11, ,06,1,1,9999, ,1,08,114108,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,3,5,2,12,1,05,04,1,2,2,4,03,0,3,0,4,2,1,2,2,1,1,99,01600,2,99,  ,31,03,07, ,06,1,1,0400, ,1,08,909916,023148619,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,1,4,3,2,2,08,2,02,04,2,9,2,3,02,0,3,0,4,1,1,5,2,1,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,08,587880,013372906,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,1,2,13,2,05,04,1,1,1,3,02,0,3,0,4,1,3,6,1,3,2,99,99999,2,15,  ,07,03,05, ,06,1,1,9999, ,1,09,064800,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,05,04,1,1,1,4,03,0,3,0,4,1,2,6,1,2,3,08,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,09,849190,019338059,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,05,04,1,1,1,4,03,0,3,0,4,1,3,5,1,3,3,06,99999,2,15,  ,04,03,11, ,06,1,1,9999, ,1,09,934101,013926054,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,2,06,08,1,1,1,2,02,0,3,0,4,3,3,5,1,3,2,99,99999,2,15,  ,07,03,05, ,04,1,1,9999, ,1,09,281807,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,2,2,4,2,03,1,02,04,2,9,2,5,04,2,9,2,9,2,1,4,2,1,2,99,99999,2,99,  ,03,13,05, ,08,5,5,9999, ,1,09,169975,020257882,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,1,1,5,2,13,1,05,07,1,1,1,3,03,0,3,0,4,1,3,4,1,3,2,99,99999,2,99,  ,07,03,05, ,06,1,1,9999, ,1,09,511704,017237765,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,1,01,01,2,9,2,1,01,2,9,2,9,2,1,6,1,1,3,06,99999,2,99,  ,04,13,11, ,09,5,5,9999, ,1,09,826528,022725402,0,0,0,0,0,0
,3,4,999919,99199,999991,999991,8,1,2,4,2,5,2,03,2,01,02,2,9,2,5,03,1,9,1,9,2,1,6,2,1,3,03,99999,2,99,  ,04,13,11, ,08,4,4,9999, ,8,09,170167,018299191,0,0,0,0,1,0
,3,4,999919,99199,999991,999991,8,1,2,4,2,5,2,03,2,01,03,2,9,2,5,03,1,9,1,9,2,1,6,2,1,3,03,99999,2,99,  ,04,13,11, ,08,4,4,9999, ,8,09,315903,018745991,0,0,0,0,1,0
,3,4,999919,99919,991999,999919,2,2,2,4,1,1,2,10,2,03,03,2,9,2,3,02,0,3,0,4,1,1,3,2,1,1,99,01100,1,99,  ,30,03,07, ,07,1,1,0366, ,1,09,347377,016496565,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,1,5,2,03,2,01,03,2,9,2,5,04,0,3,0,4,1,1,4,2,1,3,06,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,09,077856,018299191,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,5,2,03,1,01,03,2,9,2,5,03,0,3,0,4,2,1,6,2,1,1,99,01000,2,99,  ,80,13,07, ,06,1,1,0200, ,1,09,181981,016496565,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,3,2,8,2,05,1,02,02,2,9,2,4,03,0,3,0,4,2,1,5,2,1,1,99,00625,2,99,  ,80,05,07, ,09,1,1,0156, ,1,09,682375,020012380,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,2,01,02,2,9,2,4,03,0,3,0,4,2,1,5,1,1,3,09,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,09,079388,017303324,0,0,0,0,0,0
,3,4,999919,88888,991999,999919,2,2,2,4,2,5,2,03,2,01,03,2,9,2,3,02,0,3,0,4,2,1,6,2,1,3,09,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,09,203302,016953118,0,0,0,0,0,0
,3,4,999919,99919,991999,199999,1,2,2,4,2,2,2,04,2,02,03,2,9,2,5,05,0,3,0,4,2,1,4,2,1,3,06,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,2,09,269499,016496565,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,1,4,2,04,2,01,03,2,9,2,3,02,0,3,0,4,1,1,6,2,1,3,04,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,09,498071,018299191,0,0,0,0,0,0
,3,4,999919,99919,888888,999919,2,2,1,4,1,4,2,03,2,01,03,2,9,2,3,02,0,3,0,4,1,4,6,2,1,3,04,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,09,889111,022725402,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,2,2,10,2,03,04,2,9,2,3,02,0,3,0,4,1,1,1,2,1,1,99,01200,1,99,  ,30,02,07, ,08,1,1,0400, ,1,09,158756,027330677,0,0,0,0,0,0
,3,4,199999,91999,991999,999199,1,1,2,4,2,4,2,01,2,01,02,2,9,2,6,03,1,9,1,9,2,1,4,1,1,3,04,99999,2,99,  ,04,13,11, ,06,4,4,9999, ,2,10,441604,017356069,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,01,2,01,02,2,9,2,5,02,0,3,0,4,2,1,3,2,1,1,99,01400,2,99,  ,80,13,07, ,08,1,1,0280, ,1,10,398345,018745991,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,4,2,4,2,03,2,01,02,2,9,2,3,02,0,3,0,4,2,1,4,1,1,3,09,99999,2,99,  ,04,13,11, ,07,1,1,9999, ,1,10,051698,017356069,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,2,2,2,4,2,05,2,01,01,2,9,2,1,01,0,3,0,4,2,1,5,2,1,3,03,99999,2,99,  ,04,12,11, ,07,1,1,9999, ,1,10,878675,025512977,0,0,0,0,0,0
,3,4,999919,99919,991999,999991,2,2,2,2,2,4,2,01,2,01,02,2,9,2,6,04,0,3,0,4,2,1,2,2,1,3,03,99999,2,99,  ,04,13,11, ,08,1,1,9999, ,1,10,027342,025512977,0,0,0,0,0,0
,3,4,999919,99919,991999,999919,2,2,1,4,2,5,2,05,3,02,02,2,9,1,2,02,0,3,0,4,2,1,1,2,1,3,02,99999,2,99,  ,04,12,11, ,05,1,1,9999, ,1,10,291642,022631786,0,0,0,0,0,0
